Time,Source_mode,Source_711-083,Source_711-084,Name_mode,Name_710-131,Name_710-132,Name_710-135,Name_710-170,Name_711-083,Name_711-084,Type_mode,Type_PDM,Type_TRAIN_DRIVER,Type_WARNING,Complete_code_mode,Complete_code_2-19,Complete_code_5-1,Complete_code_5-10,Complete_code_5-11,Complete_code_5-12,Complete_code_5-13,Complete_code_5-14,Complete_code_5-15,Complete_code_5-16,Complete_code_5-17,Complete_code_5-20,Complete_code_5-21,Complete_code_5-3,Complete_code_5-31,Complete_code_5-32,Complete_code_5-33,Complete_code_5-34,Complete_code_5-35,Complete_code_5-36,Complete_code_5-5,Complete_code_5-7,Complete_code_5-9,Complete_code_5-90,Complete_code_5-98,Complete_code_5-99,Master_mode,Master_711-083,Master_Master Assente,Master_711-084,Speed_mean,Criticality_mode,Criticality_ratio,Criticality_0,Criticality_1,Colour_mode,Colour_azzurro,Colour_giallo,Season,Services,Total_KM,R4_progr_count,RD_progr_count,RP_progr_count,RT_progr_count,VI_progr_count,VIS_progr_count,Sched_maint_progr,Corr_maint_progr
2022-12-14,711-084,38,284,710-132,13,172,11,35,14,77,PDM,319,1,2,5-3,3,2,0,14,0,12,0,2,1,1,1,1,93,14,11,11,1,15,4,30,2,26,0,60,18,711-084,5,125,192,34.09627329192546,0,0.40372670807453415,192,130,azzurro,177,145,Winter,13,592.1,1,1,1,7,9,1,20,18
2022-12-15,711-084,12,135,710-132,4,62,1,25,7,48,PDM,142,1,4,5-3,1,4,0,2,0,6,2,3,0,1,2,2,38,3,3,15,3,29,1,6,0,3,0,20,3,711-084,5,69,73,23.979591836734695,0,0.3673469387755102,93,54,azzurro,91,56,Winter,17,582.8000000000001,1,1,1,7,9,1,20,18
2022-12-16,711-084,1,57,711-084,0,16,1,12,0,29,PDM,54,0,4,5-3,0,1,1,0,0,1,2,1,0,0,2,2,14,0,0,6,1,12,0,2,0,0,1,12,0,Master Assente,0,54,4,4.931034482758621,0,0.3620689655172414,37,21,azzurro,37,21,Winter,3,57.4,1,1,1,7,9,1,20,20
2022-12-20,711-084,52,132,710-170,10,36,27,72,15,24,PDM,179,0,5,5-3,3,2,1,14,0,3,2,1,0,0,3,2,45,7,1,5,0,12,1,22,4,13,0,35,8,Master Assente,24,88,72,28.13586956521739,0,0.41304347826086957,108,76,azzurro,94,90,Winter,15,379.5,1,1,1,7,9,1,20,20
2022-12-21,711-084,33,178,711-084,12,55,6,53,15,70,PDM,208,1,2,5-3,8,9,2,1,0,13,4,6,0,1,2,0,49,10,0,22,4,18,4,15,3,9,0,29,2,Master Assente,18,112,81,24.900473933649288,0,0.44075829383886256,118,93,azzurro,117,94,Winter,16,408.5,1,1,1,7,9,1,20,20
2022-12-22,711-084,8,295,710-132,4,191,1,84,3,20,PDM,301,0,2,5-3,4,3,1,12,0,20,3,1,0,0,1,1,123,5,4,9,3,7,0,14,0,8,0,58,26,Master Assente,2,164,137,25.686468646864686,0,0.49174917491749176,154,149,giallo,142,161,Winter,12,598.7,1,1,1,7,9,1,20,20
2023-02-07,711-084,0,5,710-132,0,5,0,0,0,0,PDM,5,0,0,5-32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,711-084,0,2,3,0.0,0,0.4,3,2,azzurro,3,2,Winter,5,77.3,1,1,2,8,9,1,22,22
2023-02-08,711-084,0,7,710-170,0,0,0,4,0,3,PDM,7,0,0,5-33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,711-084,0,3,4,9.428571428571429,0,0.0,7,0,azzurro,6,1,Winter,2,20.0,1,1,2,8,9,1,22,22
2023-02-10,711-084,28,129,710-170,3,37,17,50,8,42,PDM,154,0,3,5-98,2,3,2,5,1,7,2,2,2,0,1,1,12,1,3,16,0,27,1,15,0,22,0,28,4,711-084,1,75,81,20.331210191082803,0,0.24203821656050956,119,38,azzurro,112,45,Winter,18,391.6,1,1,2,8,9,1,22,22
2023-02-11,711-084,26,132,711-084,9,37,6,42,11,53,PDM,158,0,0,5-98,3,2,0,3,0,8,2,3,0,0,0,0,25,1,10,8,7,16,0,8,0,9,4,48,1,Master Assente,7,105,46,13.664556962025317,0,0.2721518987341772,115,43,azzurro,112,46,Winter,16,357.6,1,1,2,8,9,1,22,22
2023-02-12,711-084,18,112,711-084,4,23,2,19,12,70,PDM,127,0,3,5-98,4,2,1,7,0,2,1,1,0,0,1,2,15,1,2,20,8,0,0,7,0,8,0,46,2,Master Assente,7,98,25,16.753846153846155,0,0.23846153846153847,99,31,azzurro,92,38,Winter,15,336.4,1,1,2,8,9,1,22,22
2023-02-13,711-084,39,220,710-170,8,59,16,88,15,73,PDM,247,2,10,5-33,3,4,0,7,0,7,3,3,0,2,7,3,30,11,1,50,4,23,0,24,8,25,3,35,6,Master Assente,7,168,84,12.737451737451737,0,0.25868725868725867,192,67,azzurro,185,74,Winter,16,375.2,1,1,2,8,9,1,22,22
2023-02-14,711-084,7,63,710-170,3,10,0,27,4,26,PDM,68,0,2,5-98,2,0,4,0,0,6,0,1,1,0,1,1,10,3,0,9,5,0,0,5,3,4,0,13,2,Master Assente,1,36,33,21.514285714285716,0,0.3142857142857143,48,22,azzurro,47,23,Winter,18,391.6,1,1,2,8,9,1,22,22
2023-02-15,711-084,18,77,710-170,6,21,3,34,9,22,PDM,89,3,3,5-98,1,3,1,0,0,5,1,1,1,3,2,1,5,10,1,14,0,10,2,9,2,4,2,17,0,Master Assente,8,49,38,16.021052631578947,0,0.22105263157894736,74,21,azzurro,73,22,Winter,16,357.6,1,1,2,8,9,1,22,22
2023-02-16,711-084,35,71,711-084,5,25,12,11,18,35,PDM,104,0,2,5-9,3,3,2,0,0,7,2,1,3,0,1,1,11,4,0,10,0,8,0,4,0,26,4,16,0,Master Assente,12,56,38,21.42452830188679,0,0.24528301886792453,80,26,azzurro,77,29,Winter,17,383.4,1,1,2,8,9,1,22,22
2023-02-17,711-084,21,61,711-084,10,17,1,16,10,28,PDM,82,0,0,5-98,2,3,0,1,0,6,1,1,0,0,0,0,6,1,0,0,4,2,6,4,2,9,0,24,10,Master Assente,11,54,17,18.23170731707317,0,0.2073170731707317,65,17,azzurro,64,18,Winter,9,327.2,1,1,2,8,9,1,22,22
2023-02-18,711-084,22,98,711-084,0,21,22,30,0,47,PDM,116,1,3,5-98,5,5,0,4,0,9,2,2,0,1,2,1,11,8,4,6,3,7,0,10,1,0,0,25,14,Master Assente,13,66,41,19.616666666666667,0,0.2916666666666667,85,35,azzurro,81,39,Winter,8,380.4,1,1,2,8,9,1,22,22
2023-02-19,711-084,41,96,710-132,0,44,5,24,36,28,PDM,136,0,1,5-9,0,5,3,1,0,12,2,4,1,0,0,1,13,4,3,11,4,2,1,10,1,32,0,22,5,Master Assente,6,96,35,11.802919708029197,0,0.27007299270072993,100,37,azzurro,98,39,Winter,9,327.2,1,1,2,8,9,1,22,22
2023-02-20,711-084,22,172,710-170,4,62,14,65,4,45,PDM,184,0,10,5-5,5,4,4,3,1,11,3,2,1,0,4,5,24,6,0,12,1,27,1,36,0,1,0,33,10,Master Assente,11,140,43,16.149484536082475,0,0.4020618556701031,116,78,azzurro,112,82,Winter,18,419.40000000000003,1,1,2,8,9,1,22,22
2023-02-21,711-084,68,168,711-084,29,41,20,53,19,74,PDM,233,1,2,5-98,0,7,2,6,0,9,2,3,0,1,1,1,37,9,0,4,4,7,0,31,6,7,0,81,18,Master Assente,36,131,69,45.1271186440678,0,0.3474576271186441,154,82,azzurro,148,88,Winter,14,562.8000000000001,1,1,2,8,9,1,22,22
2023-02-22,711-084,38,118,710-170,11,32,9,54,18,32,PDM,150,1,5,5-33,1,1,4,3,0,12,0,2,0,1,4,1,8,2,0,29,0,25,0,12,1,20,0,20,10,Master Assente,13,77,66,27.397435897435898,0,0.1794871794871795,128,28,azzurro,125,31,Winter,13,522.6,1,1,2,8,9,1,22,22
2023-02-23,711-084,23,106,710-132,10,42,2,37,11,27,PDM,127,1,1,5-98,3,5,2,2,0,8,1,2,0,1,0,1,0,9,0,11,1,7,2,23,4,8,3,31,5,711-084,9,46,74,33.565891472868216,0,0.27906976744186046,93,36,azzurro,91,38,Winter,14,562.8000000000001,1,1,2,8,9,1,22,22
2023-02-24,711-084,2,68,710-170,0,15,0,40,2,13,PDM,66,0,4,5-33,0,3,0,0,0,5,0,2,0,0,2,2,5,11,3,15,2,4,0,1,0,2,2,11,0,Master Assente,1,40,29,26.314285714285713,0,0.15714285714285714,59,11,azzurro,59,11,Winter,4,76.5,1,1,2,8,9,1,22,22
2023-02-28,711-084,49,154,710-170,4,51,10,69,35,34,PDM,196,0,7,5-9,1,9,0,2,0,16,5,6,0,0,5,2,8,4,1,29,3,27,0,14,6,34,0,27,4,Master Assente,22,115,66,29.06896551724138,0,0.21182266009852216,160,43,azzurro,158,45,Winter,16,622.3000000000001,1,1,2,8,9,1,22,22
2023-03-01,711-084,34,90,711-084,9,33,7,17,18,40,PDM,124,0,0,5-98,5,1,0,4,0,11,1,3,0,0,0,0,2,7,1,9,7,1,4,15,5,21,0,21,6,Master Assente,14,62,48,22.806451612903224,0,0.21774193548387097,97,27,azzurro,93,31,Spring,14,562.8000000000001,1,1,2,8,9,1,22,22
2023-03-02,711-084,11,73,711-084,4,26,2,16,5,31,PDM,80,0,4,5-98,1,2,0,0,0,5,1,2,0,0,2,2,8,9,6,14,0,2,0,2,2,5,0,19,2,Master Assente,9,54,21,23.011904761904763,0,0.19047619047619047,68,16,azzurro,68,16,Spring,13,522.6,1,1,2,8,9,1,22,22
2023-03-03,711-084,22,131,711-084,2,40,6,28,14,63,PDM,148,0,5,5-98,3,1,0,10,0,7,1,1,0,0,3,2,8,4,6,28,0,14,3,9,1,13,0,35,4,Master Assente,7,109,37,21.398692810457515,0,0.1503267973856209,130,23,azzurro,120,33,Spring,14,562.8000000000001,1,1,2,8,9,1,22,22
2023-03-04,711-084,31,171,711-084,7,39,15,39,9,93,PDM,202,0,0,5-98,2,3,1,5,0,9,3,2,1,0,0,0,21,9,7,32,2,5,0,27,0,8,0,62,3,Master Assente,24,139,39,31.5,0,0.29207920792079206,143,59,azzurro,137,65,Spring,15,603.0,1,1,2,8,9,1,22,22
2023-03-05,711-084,25,127,710-170,17,32,4,53,4,42,PDM,149,0,3,5-98,4,6,1,3,0,9,2,4,1,0,0,3,25,2,0,11,1,12,1,16,8,5,0,37,1,Master Assente,16,74,62,21.04605263157895,0,0.3815789473684211,94,58,azzurro,90,62,Spring,15,545.8000000000001,1,1,2,8,9,1,22,22
2023-03-06,711-084,93,154,711-084,23,54,38,27,32,73,PDM,245,0,2,5-98,4,1,2,2,0,2,0,0,0,0,1,1,38,16,8,17,2,15,1,19,0,26,4,73,15,Master Assente,5,142,100,41.76923076923077,0,0.2591093117408907,183,64,azzurro,181,66,Spring,15,566.8000000000001,1,1,2,8,9,1,22,22
2023-03-07,711-084,28,129,710-132,9,51,8,29,11,49,PDM,153,1,3,5-35,3,6,5,1,1,11,3,6,0,1,1,1,13,10,6,18,0,25,0,10,0,12,0,18,6,Master Assente,2,88,67,20.630573248407643,0,0.2929936305732484,111,46,azzurro,110,47,Spring,14,364.4,1,1,2,8,9,1,22,22
2023-03-08,711-084,75,140,710-170,26,51,11,53,38,36,PDM,213,0,2,5-98,3,4,2,1,0,9,3,0,0,0,1,1,24,6,4,9,9,7,1,25,7,24,0,61,14,Master Assente,20,115,80,20.567441860465117,0,0.2837209302325581,154,61,azzurro,153,62,Spring,16,375.2,1,1,2,8,9,1,22,22
2023-03-09,711-084,25,41,711-084,17,12,2,2,6,27,PDM,66,0,0,5-99,0,3,1,0,0,8,1,0,0,0,0,0,0,1,4,12,0,5,0,3,0,7,1,6,14,Master Assente,12,27,27,15.378787878787879,0,0.12121212121212122,58,8,azzurro,58,8,Spring,4,159.4,1,1,2,8,9,1,22,22
2023-03-10,711-084,19,154,710-132,2,67,3,57,14,30,PDM,166,0,7,5-98,8,9,0,2,0,11,5,3,0,0,3,4,22,7,0,25,1,18,3,13,0,3,1,33,2,Master Assente,15,106,52,30.104046242774565,0,0.3468208092485549,113,60,azzurro,111,62,Spring,10,435.1,1,1,2,8,9,1,22,22
2023-03-11,711-084,11,110,710-132,7,47,2,24,2,39,PDM,118,0,3,5-98,1,8,0,0,0,9,2,2,1,0,2,1,13,2,4,11,4,22,0,7,7,2,0,23,0,Master Assente,6,77,38,33.925619834710744,0,0.2727272727272727,88,33,azzurro,87,34,Spring,10,521.0,1,1,2,8,9,1,22,22
2023-03-12,711-084,11,79,710-132,5,32,2,27,4,20,PDM,88,1,1,5-33,6,5,1,1,0,8,1,3,2,1,0,1,3,11,3,12,1,12,0,5,4,1,0,9,0,Master Assente,7,56,27,14.9,0,0.26666666666666666,66,24,azzurro,63,27,Spring,7,305.9,1,1,2,8,9,1,22,22
2023-03-13,711-083,78,72,711-083,18,11,10,41,50,20,PDM,149,0,1,5-9,2,2,0,6,0,6,1,0,2,0,1,0,4,3,0,1,0,22,2,14,0,55,0,21,8,Master Assente,39,72,39,24.473333333333333,0,0.15333333333333332,127,23,azzurro,119,31,Spring,12,489.3,1,1,2,8,9,1,22,22
2023-03-14,711-084,36,143,710-170,3,32,10,67,23,44,PDM,176,0,3,5-98,0,9,0,2,0,7,3,4,1,0,3,0,13,11,6,11,9,18,10,18,0,21,0,32,1,Master Assente,12,111,56,20.3463687150838,0,0.26256983240223464,132,47,azzurro,129,50,Spring,18,391.6,1,1,2,8,9,1,22,22
2023-03-15,711-084,51,99,710-170,2,34,13,40,36,25,PDM,150,0,0,5-9,3,5,1,0,0,9,2,1,0,0,0,0,16,0,3,19,5,16,1,10,0,28,0,18,13,Master Assente,14,81,55,17.526666666666667,0,0.25333333333333335,112,38,azzurro,112,38,Spring,16,344.6,1,1,2,8,9,1,22,22
2023-03-16,711-084,34,62,711-084,4,21,9,19,21,22,PDM,95,1,0,5-98,2,5,0,3,0,4,0,0,0,1,0,0,5,0,2,13,0,4,1,17,2,14,0,17,6,Master Assente,18,44,34,24.8125,0,0.3020833333333333,67,29,azzurro,64,32,Spring,12,559.0,1,1,2,8,9,1,22,22
2023-03-17,711-084,12,69,711-084,4,22,4,16,4,31,PDM,80,0,1,5-98,0,8,2,6,0,5,1,2,0,0,0,1,7,3,3,3,1,11,0,7,1,3,0,11,6,Master Assente,6,39,36,17.08641975308642,0,0.3333333333333333,54,27,azzurro,48,33,Spring,11,539.6,1,1,2,8,9,1,22,22
2023-03-18,711-084,9,173,710-132,2,82,0,65,7,26,PDM,174,1,7,5-33,4,8,0,1,0,9,4,6,0,1,4,3,17,11,6,31,0,27,3,12,0,5,1,29,0,Master Assente,4,90,88,34.92857142857143,0,0.2802197802197802,131,51,azzurro,130,52,Spring,12,526.6,1,1,2,8,9,1,22,22
2023-03-19,711-084,5,48,711-084,2,12,1,10,2,26,PDM,49,1,3,5-98,4,5,0,1,0,4,1,3,0,1,2,1,4,0,1,2,0,3,2,3,0,2,0,14,0,Master Assente,2,32,19,17.735849056603772,0,0.37735849056603776,33,20,azzurro,32,21,Spring,6,223.70000000000002,1,1,2,8,9,1,22,22
2023-03-20,711-084,28,123,711-084,2,27,3,36,23,60,PDM,144,1,6,5-98,1,5,0,0,1,11,1,2,0,1,3,2,19,9,0,21,3,7,0,17,0,15,0,31,2,Master Assente,12,90,49,27.741721854304636,0,0.2980132450331126,106,45,azzurro,106,45,Spring,16,566.8000000000001,1,1,2,8,9,1,22,22
2023-03-21,711-084,7,121,710-132,2,48,1,31,4,42,PDM,124,1,3,5-35,0,8,0,0,0,11,3,4,0,1,2,1,7,1,0,23,0,32,0,7,2,3,0,20,3,Master Assente,1,72,55,16.078125,0,0.2265625,99,29,azzurro,99,29,Spring,9,314.5,1,1,2,8,9,1,22,22
2023-03-22,711-084,10,94,711-084,1,27,3,30,6,37,PDM,100,1,3,5-33,0,2,1,8,0,4,2,1,1,1,1,2,6,4,1,20,1,14,0,3,1,6,0,18,7,Master Assente,5,62,37,31.75,0,0.14423076923076922,89,15,azzurro,80,24,Spring,16,364.5,1,1,2,8,9,1,22,22
2023-03-23,711-084,17,86,710-170,2,31,7,34,8,21,PDM,102,0,1,5-98,2,7,1,0,0,14,3,2,0,0,1,0,11,5,0,5,2,5,1,10,1,12,0,21,0,Master Assente,4,63,36,14.893203883495145,0,0.34951456310679613,67,36,azzurro,67,36,Spring,18,406.9,1,1,2,8,9,1,22,22
2023-03-28,711-084,16,91,710-170,2,25,7,46,7,20,PDM,104,0,3,5-98,1,3,2,1,0,7,0,0,2,0,3,0,8,5,2,6,3,10,0,17,2,9,0,24,2,Master Assente,9,54,44,36.06542056074766,0,0.2897196261682243,76,31,azzurro,73,34,Spring,16,622.3000000000001,1,1,2,8,10,1,23,22
2023-03-29,711-084,38,82,710-132,3,38,11,25,24,19,PDM,115,0,5,5-98,2,9,0,0,0,13,4,3,1,0,2,3,6,10,0,1,2,8,0,12,0,19,0,20,5,Master Assente,16,76,28,19.9,0,0.3,84,36,azzurro,83,37,Spring,14,562.8000000000001,1,1,2,8,10,1,23,22
2023-03-30,711-084,65,159,710-170,0,54,16,71,49,34,PDM,214,2,8,5-98,4,4,0,4,0,12,1,0,0,2,5,3,39,9,0,10,0,22,0,9,1,42,2,45,10,Master Assente,24,108,92,20.897321428571427,0,0.2544642857142857,167,57,azzurro,163,61,Spring,13,522.6,1,1,2,8,10,1,23,22
2023-03-31,711-084,67,122,710-132,3,49,24,31,40,42,PDM,189,0,0,5-9,4,7,0,1,0,13,2,1,0,0,0,0,12,5,4,8,0,26,4,24,0,39,0,33,6,Master Assente,27,85,77,29.343915343915345,0,0.26455026455026454,139,50,azzurro,138,51,Spring,14,562.8000000000001,1,1,2,8,10,1,23,22
2023-04-01,711-084,41,111,710-132,2,49,6,33,33,29,PDM,146,0,6,5-9,0,7,2,8,1,12,2,3,0,0,3,2,11,1,0,4,3,18,1,6,0,36,0,27,5,Master Assente,12,87,53,20.361842105263158,0,0.20394736842105263,121,31,azzurro,113,39,Spring,13,522.6,1,1,2,8,10,1,23,22
2023-04-02,711-084,41,107,710-132,5,41,9,40,27,26,PDM,147,0,1,5-98,8,6,3,4,0,3,0,0,0,0,0,1,17,8,3,12,3,5,0,13,2,25,0,25,10,Master Assente,22,71,55,27.5472972972973,0,0.31756756756756754,101,47,azzurro,97,51,Spring,15,545.8000000000001,1,1,2,8,10,1,23,22
2023-04-03,711-084,53,124,710-132,3,48,8,37,42,39,PDM,176,1,0,5-9,2,6,0,6,0,18,4,3,1,1,0,0,8,11,4,24,1,13,0,10,0,38,0,20,7,Master Assente,19,114,44,31.491525423728813,0,0.1864406779661017,144,33,azzurro,137,40,Spring,16,590.5,1,1,2,8,10,1,23,22
2023-04-04,711-084,82,114,711-083,3,25,16,60,63,29,PDM,193,0,3,5-9,4,7,1,6,0,13,3,5,0,0,1,2,8,7,0,28,0,12,0,9,1,58,0,20,11,Master Assente,50,91,55,15.275510204081632,0,0.18877551020408162,159,37,azzurro,153,43,Spring,16,383.5,1,1,2,8,10,1,23,22
2023-04-05,711-084,12,38,711-084,0,16,5,3,7,19,PDM,50,0,0,5-98,3,1,0,0,0,4,1,1,0,0,0,0,1,0,2,2,0,8,0,5,0,4,4,14,0,Master Assente,2,30,18,29.18,0,0.24,38,12,azzurro,38,12,Spring,5,117.5,1,1,2,8,10,1,23,22
2023-04-06,711-084,74,97,711-083,1,22,12,24,61,51,PDM,167,2,2,5-9,2,4,2,2,0,10,2,0,0,2,1,1,10,6,0,2,0,2,0,18,1,59,0,46,1,Master Assente,30,106,35,25.748538011695906,0,0.2222222222222222,133,38,azzurro,131,40,Spring,16,622.3000000000001,1,1,2,8,10,1,23,22
2023-04-07,711-084,32,77,711-083,0,25,0,25,32,27,PDM,106,0,3,5-9,0,4,0,2,0,16,4,2,0,0,2,1,8,1,0,3,0,9,0,9,0,27,0,19,2,Master Assente,16,64,29,29.568807339449542,0,0.24770642201834864,82,27,azzurro,80,29,Spring,14,526.6,1,1,2,8,10,1,23,22
2023-04-08,711-084,3,82,710-170,0,22,1,43,2,17,PDM,82,1,2,5-98,4,5,1,0,0,10,2,3,0,1,1,1,5,0,0,7,2,11,10,7,0,0,0,15,0,Master Assente,2,46,37,20.011764705882353,0,0.3176470588235294,58,27,azzurro,58,27,Spring,16,549.8000000000001,1,1,2,8,10,1,23,22
2023-04-09,711-084,0,121,710-170,0,29,0,50,0,42,PDM,117,0,4,5-98,1,2,2,3,0,10,1,1,0,0,2,2,6,6,3,7,3,20,0,8,0,1,4,33,6,711-084,0,50,71,25.975206611570247,0,0.17355371900826447,100,21,azzurro,97,24,Spring,14,526.6,1,1,2,8,10,1,23,22
2023-04-10,711-084,53,144,711-084,0,26,37,48,16,70,PDM,191,0,6,5-98,6,11,0,7,0,15,2,4,1,0,2,4,11,17,0,13,0,26,0,18,0,26,0,27,7,Master Assente,8,132,57,28.233502538071065,0,0.2639593908629442,145,52,azzurro,137,60,Spring,16,549.8000000000001,1,1,2,8,10,1,23,22
2023-04-11,711-084,30,124,710-132,8,51,7,42,15,31,PDM,152,0,2,5-3,1,1,1,6,0,3,1,0,0,0,1,1,29,4,0,22,0,19,0,19,3,16,0,25,2,Master Assente,20,88,46,32.714285714285715,0,0.33766233766233766,102,52,azzurro,96,58,Spring,13,522.6,1,1,2,8,10,1,23,22
2023-04-12,711-084,25,117,711-084,0,26,6,36,19,55,PDM,139,1,2,5-98,7,5,2,3,0,5,2,1,2,1,1,1,8,3,8,8,4,4,1,17,0,15,4,38,2,Master Assente,13,84,45,24.3943661971831,0,0.29577464788732394,100,42,azzurro,95,47,Spring,14,562.8000000000001,1,1,2,8,10,1,23,22
2023-04-13,711-084,7,113,711-084,0,32,0,40,7,41,PDM,116,1,3,5-98,1,2,0,3,0,10,2,5,2,1,2,1,12,4,5,0,1,9,0,23,1,3,0,29,4,Master Assente,6,83,31,26.45,0,0.375,75,45,azzurro,70,50,Spring,15,566.8000000000001,1,1,2,8,10,1,23,22
2023-04-14,711-084,5,135,710-170,0,43,1,50,4,42,PDM,140,0,0,5-98,4,4,1,1,0,7,0,1,0,0,0,0,18,19,1,15,0,20,0,12,1,3,0,32,1,Master Assente,5,86,49,15.864285714285714,0,0.2857142857142857,100,40,azzurro,99,41,Spring,17,512.9,1,1,2,8,10,1,23,22
2023-04-15,711-084,10,103,710-132,0,53,9,29,1,21,PDM,113,0,0,5-98,4,6,3,1,0,11,3,2,1,0,0,0,10,10,3,10,3,6,0,12,0,1,0,25,2,Master Assente,4,77,32,25.778761061946902,0,0.35398230088495575,73,40,azzurro,71,42,Spring,16,605.0,1,1,2,8,10,1,23,22
2023-04-16,711-084,4,87,711-084,0,29,2,23,2,35,PDM,85,0,6,5-3,5,5,3,2,0,7,3,3,0,0,3,3,18,1,1,3,0,3,0,5,1,2,0,15,8,711-084,0,38,53,27.505494505494507,0,0.46153846153846156,49,42,azzurro,47,44,Spring,15,545.8000000000001,1,1,2,8,10,1,23,22
2023-04-17,711-084,20,157,711-084,0,52,11,45,9,60,PDM,173,0,4,5-98,3,0,0,3,0,3,0,1,0,0,2,2,32,6,3,13,7,26,3,12,0,4,0,50,7,Master Assente,16,104,57,55.14689265536723,0,0.2711864406779661,129,48,azzurro,126,51,Spring,16,590.3000000000001,1,1,2,8,10,1,23,22
2023-04-18,711-084,23,124,711-084,0,34,13,43,10,47,PDM,144,1,2,5-98,6,0,0,5,0,5,1,0,2,1,1,1,6,7,8,5,7,14,2,33,0,1,0,40,2,Master Assente,7,89,51,27.476190476190474,0,0.3129251700680272,101,46,azzurro,94,53,Spring,15,379.5,1,1,2,8,10,1,23,22
2023-04-19,711-084,9,111,710-170,0,36,7,55,2,20,PDM,118,1,1,5-98,0,2,0,1,0,6,1,1,0,1,0,1,15,4,3,17,4,8,1,16,15,1,0,21,2,Master Assente,3,76,41,35.583333333333336,0,0.2916666666666667,85,35,azzurro,84,36,Spring,16,590.3000000000001,1,1,2,8,10,1,23,22
2023-04-21,711-084,40,132,710-170,11,12,9,88,20,32,PDM,171,0,1,5-7,1,0,0,1,0,4,0,1,1,0,1,0,16,2,8,3,7,11,0,26,38,16,0,31,5,Master Assente,8,136,28,38.99418604651163,0,0.2558139534883721,128,44,azzurro,126,46,Spring,13,396.90000000000003,1,1,2,8,10,1,23,23
2023-04-22,711-084,38,90,710-132,6,45,13,17,19,28,PDM,125,1,2,5-98,4,5,0,1,0,7,3,2,0,1,1,1,9,6,1,3,10,6,1,16,1,17,0,29,4,Master Assente,12,67,49,37.71875,0,0.3046875,89,39,azzurro,88,40,Spring,13,567.3000000000001,1,1,2,8,10,1,23,23
2023-04-23,711-084,41,112,710-132,13,53,10,17,18,42,PDM,152,0,1,5-98,2,4,0,4,1,12,3,2,2,0,0,0,16,2,6,1,1,15,1,11,3,13,0,40,14,Master Assente,16,102,35,20.84967320261438,0,0.24836601307189543,115,38,azzurro,109,44,Spring,16,407.4,1,1,2,8,10,1,23,23
2023-04-24,711-084,13,97,711-084,3,31,8,30,2,36,PDM,110,0,0,5-98,1,7,1,0,0,14,2,2,2,0,0,0,3,7,6,16,8,8,0,7,0,4,0,16,6,Master Assente,2,56,52,19.836363636363636,0,0.20909090909090908,87,23,azzurro,85,25,Spring,11,427.1,1,1,2,8,10,1,23,23
2023-04-25,711-084,56,58,711-083,4,14,11,23,41,21,PDM,114,0,0,5-9,2,3,0,5,0,10,0,2,0,0,0,0,0,0,1,8,0,4,5,6,2,45,0,17,4,Master Assente,17,63,34,14.74561403508772,0,0.11403508771929824,101,13,azzurro,96,18,Spring,9,299.2,1,1,2,8,10,1,23,23
2023-04-26,711-084,6,34,711-084,0,12,2,9,4,13,PDM,40,0,0,5-34,1,3,0,0,0,5,1,2,0,0,0,0,2,0,0,0,9,5,0,1,0,6,0,5,0,711-084,0,20,20,25.075,0,0.25,30,10,azzurro,30,10,Spring,4,127.0,1,1,2,8,10,1,23,23
2023-04-28,711-084,54,101,711-084,1,30,20,27,33,44,PDM,153,1,1,5-35,2,4,1,4,0,9,3,2,2,1,0,1,8,1,3,4,2,34,0,9,3,34,0,27,1,Master Assente,22,112,21,22.89677419354839,0,0.1870967741935484,126,29,azzurro,120,35,Spring,16,586.1,1,1,2,8,10,1,23,23
2023-04-29,711-084,13,83,710-170,9,24,2,33,2,26,PDM,93,1,2,5-98,3,3,0,1,0,10,1,2,0,1,1,1,8,4,0,14,3,14,0,5,2,1,0,19,3,Master Assente,3,64,29,22.8125,0,0.22916666666666666,74,22,azzurro,73,23,Spring,16,407.4,1,1,2,8,10,1,23,23
2023-04-30,711-084,13,84,711-084,2,20,4,30,7,34,PDM,96,1,0,5-98,1,5,3,4,0,7,1,0,0,1,0,0,11,6,3,5,0,10,0,14,0,1,0,21,4,Master Assente,3,55,39,29.422680412371133,0,0.36082474226804123,62,35,azzurro,58,39,Spring,16,407.4,1,1,2,8,10,1,23,23
2023-05-01,711-084,8,131,710-132,0,56,4,34,4,41,PDM,139,0,0,5-98,0,4,4,7,0,12,4,3,0,0,0,0,2,17,0,9,7,19,1,10,1,2,0,25,12,Master Assente,5,103,31,16.949640287769785,0,0.19424460431654678,112,27,azzurro,105,34,Spring,14,439.6,1,1,2,8,10,1,23,23
2023-05-02,711-084,9,135,711-084,1,41,2,45,6,49,PDM,137,1,6,5-35,5,2,1,3,0,5,0,3,2,1,3,3,17,6,0,21,0,32,0,7,2,4,0,22,5,Master Assente,5,89,50,10.618055555555555,0,0.24305555555555555,109,35,azzurro,104,40,Spring,16,379.8,1,1,2,8,10,1,23,23
